## Movimiento inercial.
## G[UL^3/UT^2/UM] = 1.0000000000000000e+00, Mp[UM] = 1.0000000000000000e+00, Rp0[UL] = [0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00 ], Vp0[UL/UT] = [0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00 ], Ms[UM] = 2.9999999999999999e-01, Rs0[UL] = [1.6499999999999999e+00, 0.0000000000000000e+00, 0.0000000000000000e+00 ], Vs0[UL/UT] = [0.0000000000000000e+00, 1.5374122299999999e+00, 0.0000000000000000e+00 ]
##      time [UT]               rpx [UL]                 rpy [UL]                 rpz [UL]                vpx [UL/UT]              vpy [UL/UT]              vpz [UL/UT]               rsx [UL]                 rsy [UL]                 rsz [UL]                vsx [UL/UT]              vsy [UL/UT]              vsz [UL/UT]
0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;1.6499999999999999e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;1.5374122299999999e+00;0.0000000000000000e+00;
1.0000000000000000e-02;5.5095488657422398e-06;1.7111837487698885e-08;0.0000000000000000e+00;1.1018911722290633e-03;5.1334561742982925e-06;0.0000000000000000e+00;1.6499816348371141e+00;1.5374065260541714e-02;0.0000000000000000e+00;-3.6729705740968775e-03;1.5373951184794190e+00;0.0000000000000000e+00;
2.0000000000000000e-02;2.2037079513770432e-05;1.3688338792786456e-07;0.0000000000000000e+00;2.2035591722444612e-03;2.0531002655015050e-05;0.0000000000000000e+00;1.6499265430682875e+00;3.0747788322040240e-02;0.0000000000000000e+00;-7.3451972408148727e-03;1.5373437933244833e+00;0.0000000000000000e+00;
2.9999999999999999e-02;4.9579245152807872e-05;4.6191794435311840e-07;0.0000000000000000e+00;3.3047810389888114e-03;4.6184177647645194e-05;0.0000000000000000e+00;1.6498347358494907e+00;4.6120827173518834e-02;0.0000000000000000e+00;-1.1015936796629374e-02;1.5372582827411745e+00;0.0000000000000000e+00;
4.0000000000000001e-02;8.8130471315257016e-05;1.0947060303814443e-06;0.0000000000000000e+00;4.4053342333203547e-03;8.2078892597756364e-05;0.0000000000000000e+00;1.6497062317622826e+00;6.1492840179898735e-02;0.0000000000000000e+00;-1.4684447444401182e-02;1.5371386336913406e+00;0.0000000000000000e+00;
5.0000000000000003e-02;1.3768296112629804e-04;2.1375692367518352e-06;0.0000000000000000e+00;5.5049968478028287e-03;1.2819545380013267e-04;0.0000000000000000e+00;1.6495410567962456e+00;7.6863486269210843e-02;0.0000000000000000e+00;-1.8349989492676098e-02;1.5369849118206662e+00;0.0000000000000000e+00;
5.9999999999999998e-02;1.9822670266442146e-04;3.6926043135277090e-06;0.0000000000000000e+00;6.6035478151343068e-03;1.8450859256037767e-04;0.0000000000000000e+00;1.6493392443244519e+00;9.2232425118954922e-02;0.0000000000000000e+00;-2.2011826050447693e-02;1.5367972013581321e+00;0.0000000000000000e+00;
7.0000000000000007e-02;2.6974947839750407e-04;5.8616276063155574e-06;0.0000000000000000e+00;7.7007671147527471e-03;2.5098750381845862e-04;0.0000000000000000e+00;1.6491008350720084e+00;1.0759931734131230e-01;0.0000000000000000e+00;-2.5669223715842494e-02;1.5365756049872716e+00;0.0000000000000000e+00;
8.0000000000000002e-02;3.5223687667397774e-04;8.7461199205569363e-06;0.0000000000000000e+00;8.7964359771757761e-03;3.2759589311851157e-04;0.0000000000000000e+00;1.6488258770777535e+00;1.2296382466693150e-01;0.0000000000000000e+00;-2.9321453257252592e-02;1.5363202436896048e+00;0.0000000000000000e+00;
8.9999999999999997e-02;4.4567230524425537e-04;1.2447171896675791e-05;0.0000000000000000e+00;9.8903370856409725e-03;4.1429203178469529e-04;0.0000000000000000e+00;1.6485144256491859e+00;1.3832561012701108e-01;0.0000000000000000e+00;-3.2967790285469915e-02;1.5360312565607175e+00;0.0000000000000000e+00;
